LFQ intensity 401#1	LFQ intensity 401#2	LFQ intensity 401#3	LFQ intensity 401#4	LFQ intensity WT#1	LFQ intensity WT#2	LFQ intensity WT#3	LFQ intensity WT#4	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Keywords	Length	N: MS/MS count	N: -Log Student's T-test p-value MT_WT	N: Student's T-test q-value MT_WT	N: Student's T-test Difference MT_WT	N: Student's T-test Test statistic MT_WT	Protein names	Gene Names	T: Protein IDs	T: Majority protein IDs	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Student's T-test Significant MT_WT	C: Student's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	T: id	Entry Name	Organism
30.8826007843018	30.5142002105713	30.6980991363525	30.3978004455566	30.952299118042	30.6135005950928	30.2283000946045	30.4305000305176	dTMP biosynthetic process [GO:0006231];dTTP biosynthetic process [GO:0006235];methylation [GO:0032259]	cytoplasm [GO:0005737]	thymidylate synthase activity [GO:0004799]	Cytoplasm;Methyltransferase;Nucleotide biosynthesis;Transferase	264	88	0.135435	0.818915	0.0670338	0.224968	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA KPN78578_31730 KPN_03236	A6TDG3	A6TDG3						13	13	13	46.2	46.2	46.2	30.306	0	73.457	13527000000	1118	TYSY_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.7199001312256	29.3456001281738	29.2588996887207	29.6551990509033	29.0160999298096	28.807300567627	28.6448993682861	29.1135005950928	lipoprotein biosynthetic process [GO:0042158]	plasma membrane [GO:0005886]	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]	Cell inner membrane;Cell membrane;Membrane;Transferase;Transmembrane;Transmembrane helix	291	20	2.08592	0.0445576	0.599431	2.25573	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	lgt KPN78578_31740 KPN_03237	A6TDG4	A6TDG4				+	MT_WT	3	3	3	17.9	17.9	17.9	32.991	0	32.698	5221800000	1119	LGT_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
28.5020999908447	26.7411994934082	26.4151000976563	26.7744007110596	25.5471992492676	26.5109004974365	26.0503997802734	28.6797008514404	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401];phosphorylation [GO:0016310]	cytoplasm [GO:0005737]	DNA binding [GO:0003677];metal ion binding [GO:0046872];phosphoenolpyruvate-protein phosphotransferase activity [GO:0008965]	Cytoplasm;DNA-binding;Metal-binding;Phosphotransferase system;Sugar transport;Transport	748	6	0.193764	0.638942	0.411183	0.434408	phosphoenolpyruvate--protein phosphotransferase (EC 2.7.3.9)	ptsP KPN_03238	A6TDG5	A6TDG5						6	6	6	13.2	13.2	13.2	83.504	0	10.672	1388700000	1120	A6TDG5_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.7868995666504	31.1389007568359	30.3166999816895	30.5193004608154	30.2000999450684	30.2367992401123	30.9267997741699	29.9333000183105		plasma membrane [GO:0005886]		Cell membrane;Lipoprotein;Membrane;Palmitate;Signal	72	40	0.631144	0.300823	0.366187	0.944406	YgdI/YgdR family lipoprotein	ygdR KPN_03242	A6TDG9	A6TDG9						5	5	5	55.6	55.6	55.6	7.9129	0	131.55	12922000000	1121	A6TDG9_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.9652996063232	28.2113990783691	28.0081996917725	28.1089000701904	27.9804992675781	27.6777000427246	28.2481994628906	27.8057994842529			oxidoreductase activity [GO:0016491]		346	27	0.490614	0.520731	0.145436	0.590675	Reductase, NAD(P)-linked	tas KPN_03243	A6TDH0	A6TDH0						7	7	7	22	22	22	38.496	0	18.775	2233600000	1122	A6TDH0_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.9944000244141	29.6345996856689	28.9200000762939	27.4027996063232	28.7159996032715	28.3962001800537	28.025899887085	27.6501007080078	fatty acid metabolic process [GO:0006631];phospholipid biosynthetic process [GO:0008654]	plasma membrane [GO:0005886]	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase activity [GO:0008779];ATP binding [GO:0005524];long-chain fatty acid [acyl-carrier-protein] ligase activity [GO:0008922]	Acyltransferase;ATP-binding;Cell inner membrane;Cell membrane;Ligase;Membrane;Multifunctional enzyme;Nucleotide-binding;Transferase;Transmembrane;Transmembrane helix	719	13	0.212901	0.630611	0.290905	0.443594	Bifunctional protein Aas [Includes: 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) (2-acyl-GPE acyltransferase) (Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase);Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20) (Acyl-ACP synthetase) (Long-chain-fatty-acid--[acyl-carrier-protein] ligase)]	aas KPN78578_31820 KPN_03245	A6TDH2	A6TDH2						8	8	8	14.9	14.9	14.9	80.213	0	11.151	3345900000	1123	AAS_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
22.6695995330811	22.5365009307861	23.5074996948242	23.2744007110596	23.7241992950439	23.6446990966797	22.9624996185303	22.9696998596191	regulation of DNA-templated transcription [GO:0006355]		DNA binding [GO:0003677]	DNA-binding;Transcription;Transcription regulation	338	7	0.475342	0.394636	-0.328302	-0.774023	Repressor of galETK operon	galR KPN_03246	A6TDH3	A6TDH3						2	2	2	6.2	6.2	6.2	36.807	0	4.8075	82333000	1124	A6TDH3_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
24.4473991394043	24.3544998168945	24.6208992004395	NaN	24.1147003173828	24.9150009155273	25.1800003051758	24.9507007598877			DNA binding [GO:0003677];DNA-binding transcription factor activity [GO:0003700]	DNA-binding;Transcription;Transcription regulation	257	3	0.501672	0.390311	-0.315855	-0.80161	Regulatory protein, GntR	KPN_03248	A6TDH5	A6TDH5						2	2	2	11.7	11.7	11.7	29.269	0	2.8246	223180000	1125	A6TDH5_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
26.3215007781982	25.9766998291016	26.2618007659912	NaN	25.4855003356934	NaN	27.4001998901367	26.3628005981445	regulation of DNA-templated transcription [GO:0006355]		DNA binding [GO:0003677]	DNA-binding;Transcription;Transcription regulation	336	5	0.152047	0.718869	-0.229526	-0.34025	Transcriptional regulator	KPN_03251	A6TDH8	A6TDH8						3	3	3	8.9	8.9	8.9	37.399	0	5.6609	529670000	1126	A6TDH8_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.8740005493164	30.2091999053955	30.4986000061035	30.6091995239258	30.5431995391846	30.7887992858887	31.1541996002197	30.5727005004883	lysine biosynthetic process via diaminopimelate [GO:0009089]		diaminopimelate decarboxylase activity [GO:0008836];pyridoxal phosphate binding [GO:0030170]	Amino-acid biosynthesis;Decarboxylase;Lyase;Lysine biosynthesis;Pyridoxal phosphate	420	111	1.12797	0.134286	-0.467008	-1.4251	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA KPN_03252	A6TDH9	A6TDH9						20	20	20	77.1	77.1	77.1	46.041	0	215.8	12957000000	1127	A6TDH9_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.3850994110107	27.0933990478516	27.2546997070313	27.2287006378174	26.9134998321533	26.8304004669189	27.5153007507324	27.3449993133545	nitrogen compound metabolic process [GO:0006807]		amino-acid racemase activity [GO:0047661]	Isomerase	237	16	0.200631	0.736603	0.0893764	0.311115	Aspartate racemase	ygeA KPN_03254	A6TDI1	A6TDI1						3	3	3	17.3	17.3	17.3	25.408	0	35.963	1255600000	1128	A6TDI1_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
26.7054004669189	25.7404003143311	26.7870998382568	26.1445999145508	26.2688007354736	26.6061000823975	26.5014991760254	27.0144004821777			2-deoxy-D-gluconate 3-dehydrogenase activity [GO:0008678];NAD binding [GO:0051287]		253	7	0.377995	0.496886	-0.253305	-0.628617	2-deoxy-D-gluconate 3-dehydrogenase	kduD KPN_03265	A6TDJ2	A6TDJ2						4	4	4	16.2	16.2	16.2	27.078	0	7.4364	806950000	1129	A6TDJ2_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.1215000152588	28.150899887085	28.4333992004395	28.8351001739502	27.0261993408203	27.4337997436523	27.9803009033203	28.6779003143311			oxidoreductase activity [GO:0016491]		292	25	0.289924	0.536144	0.355665	0.571152	Aldo/keto reductase	KPN_03272	A6TDJ9	A6TDJ9						6	6	6	38.7	38.7	38.7	31.474	0	38.639	2447600000	1130	A6TDJ9_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
28.7383995056152	29.3957996368408	28.8976993560791	28.8388004302979	29.0771007537842	29.0307006835938	29.419900894165	28.6371994018555			acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	Acyltransferase;Transferase	90	31	0.127103	0.819552	-0.0735497	-0.224127	Acyltransferase domain	KPN_03295	A6TDM2	A6TDM2						6	6	6	36.7	36.7	36.7	10.261	0	15.635	4344700000	1131	A6TDM2_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.4517993927002	27.0701007843018	27.6625995635986	27.4344005584717	27.599100112915	28.2000007629395	27.6725997924805	28.0984001159668					99	17	1.33854	0.100798	-0.487793	-1.59729	DUF1889 family protein	KPN_03300	A6TDM7	A6TDM7						4	4	4	40.4	40.4	40.4	10.823	0	18.345	1759900000	1133	A6TDM7_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.600700378418	NaN	27.6583003997803	27.2789993286133	28.2422008514404	27.5590991973877	27.029899597168	27.0480995178223				Lipoprotein;Signal	237	9	0.042013	0.925014	0.0428247	0.0925602	Lipoprotein	ygeR KPN_03316	A6TDP2	A6TDP2						4	4	4	20.3	20.3	20.3	25.448	0	19.815	1421700000	1136	A6TDP2_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
26.3745994567871	27.3099994659424	26.861499786377	NaN	26.2681999206543	26.4493999481201	26.1534004211426	26.5988998413086	dimethylallyl diphosphate biosynthetic process [GO:0050992];isoprenoid biosynthetic process [GO:0008299]	cytoplasm [GO:0005737]	isopentenyl-diphosphate delta-isomerase activity [GO:0004452];metal ion binding [GO:0046872]	Cytoplasm;Isomerase;Isoprene biosynthesis;Magnesium;Manganese;Metal-binding	184	4	0.932326	0.165302	0.481205	1.31743	Isopentenyl-diphosphate Delta-isomerase (IPP isomerase) (EC 5.3.3.2) (IPP:DMAPP isomerase) (Isopentenyl pyrophosphate isomerase)	idi KPN78578_32530 KPN_03317	A6TDP3	A6TDP3						2	2	2	15.8	15.8	15.8	20.671	0	2.1201	752300000	1137	IDI_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
33.4345016479492	33.2685012817383	33.0735015869141	33.0894012451172	33.344799041748	33.1827011108398	33.1968994140625	33.3003005981445	lysyl-tRNA aminoacylation [GO:0006430]	cytoplasm [GO:0005737]	ATP binding [GO:0005524];lysine-tRNA ligase activity [GO:0004824];magnesium ion binding [GO:0000287];nucleic acid binding [GO:0003676]	Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Protein biosynthesis	505	340	0.163138	0.84109	-0.0397034	-0.193768	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS KPN_03318	A6TDP4	A6TDP4						45	19	19	76.2	41.8	41.8	57.55	0	323.31	82872000000	1138	A6TDP4_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
31.9204998016357	31.8927001953125	31.7262001037598	31.7712001800537	32.1232986450195	31.7998008728027	31.6445999145508	31.8353004455566		cytoplasm [GO:0005737]	translation release factor activity, codon specific [GO:0016149]	Coiled coil;Cytoplasm;Methylation;Protein biosynthesis	320	152	0.0751427	0.914113	-0.0230875	-0.104283	Peptide chain release factor 2 (RF-2)	prfB KPN_03319	A6TDP5	A6TDP5						14	14	14	45.3	45.3	45.3	35.903	0	155.73	31952000000	1139	A6TDP5_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.903299331665	27.8134002685547	28.3862991333008	28.3887004852295	27.7851009368896	28.4780006408691	29.3202991485596	27.6460990905762	DNA recombination [GO:0006310];DNA repair [GO:0006281]		5'-3' exonuclease activity [GO:0008409];nucleic acid binding [GO:0003676]	Exonuclease;Hydrolase;Nuclease	577	21	0.173281	0.700191	-0.184454	-0.351783	Single-stranded-DNA-specific exonuclease RecJ	recJ KPN_03320	A6TDP6	A6TDP6						9	9	9	20.6	20.6	20.6	62.992	0	42.597	2799800000	1140	A6TDP6_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.7038993835449	28.8544998168945	28.6583003997803	28.7777004241943	28.9503002166748	28.7560997009277	28.183500289917	28.6201992034912		periplasmic space [GO:0042597]	isomerase activity [GO:0016853]	Disulfide bond;Isomerase;Periplasm;Redox-active center;Signal	237	30	0.60875	0.30875	0.371078	0.927961	Thiol:disulfide interchange protein	dsbC KPN_03321	A6TDP7	A6TDP7						5	5	5	30	30	30	25.426	0	25.437	4079000000	1141	A6TDP7_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.0764999389648	31.4081993103027	30.5604991912842	30.7773990631104	29.7227001190186	29.5487995147705	30.3504009246826	30.0091991424561				Chaperone	88	25	1.29593	0.0740611	0.797874	1.82026	FAD assembly factor SdhE	ygfY KPN_03325	A6TDQ1	A6TDQ1						2	2	2	38.6	38.6	38.6	10.481	0	33.781	12107000000	1142	A6TDQ1_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
31.8624992370605	31.6986999511719	31.4337997436523	31.4307994842529	31.3848991394043	31.1361999511719	30.6627998352051	30.9514007568359	RNA modification [GO:0009451];tRNA processing [GO:0008033]	cytoplasm [GO:0005737]	folic acid binding [GO:0005542]	Cytoplasm;Folate-binding;tRNA processing	329	157	1.66803	0.0685455	0.5726	1.93053	tRNA-modifying protein YgfZ	ygfZ KPN_03326	A6TDQ2	A6TDQ2						14	14	14	41.9	41.9	41.9	35.867	0	135.69	23001000000	1143	A6TDQ2_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
28.5939998626709	28.8775005340576	27.9276008605957	28.2332000732422	28.0583992004395	27.7630996704102	27.4997997283936	27.8640003204346			hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines [GO:0016813];N4-acetylcytidine amidohydrolase activity [GO:0106251]	Hydrolase	103	16	1.37469	0.0819301	0.611792	1.75333	N(4)-acetylcytidine amidohydrolase (ac4C amidohydrolase) (EC 3.5.1.135)	KPN78578_32640 KPN_03328	A6TDQ4	A6TDQ4						3	3	3	42.7	42.7	42.7	11.742	0	21.138	2473800000	1144	AC4CH_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.9603996276855	26.9901008605957	28.5510005950928	27.9463996887207	27.8092994689941	28.5690994262695	27.5664005279541	27.8274002075195	carbohydrate metabolic process [GO:0005975]		hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	Glycosidase;Hydrolase	477	17	0.0747727	0.867768	-0.0810747	-0.162086	6-phospho-beta-glucosidase A	bglA KPN_03330	A6TDQ6	A6TDQ6						8	8	7	21	21	18.4	54.965	0	15.814	2202500000	1145	A6TDQ6_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
24.8819999694824	25.7626991271973	27.0289001464844	28.0515995025635	26.1749992370605	27.5069999694824	28.4277000427246	29.0214004516602			oxidoreductase activity [GO:0016491]		247	29	0.704333	0.164048	-1.35148	-1.29467	Oxidoreductase	ygfF KPN_03338	A6TDR4	A6TDR4						5	5	5	28.3	28.3	28.3	25.646	0	10.491	1626400000	1146	A6TDR4_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
32.1918983459473	32.4952011108398	32.3409004211426	32.3376998901367	32.7327995300293	32.6521987915039	32.8016014099121	32.6421012878418	glycine decarboxylation via glycine cleavage system [GO:0019464]		glycine dehydrogenase (decarboxylating) activity [GO:0004375]	Oxidoreductase;Pyridoxal phosphate	957	334	2.63365	0.0609515	-0.36576	-1.99355	Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	gcvP KPN78578_32750 KPN_03339	A6TDR5	A6TDR5						33	33	33	42.4	42.4	42.4	104.55	0	323.31	51318000000	1147	GCSP_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.7894992828369	28.2224006652832	28.7614994049072	28.7705001831055	28.3143005371094	28.3987998962402	29.5254993438721	28.0767993927002	glycine decarboxylation via glycine cleavage system [GO:0019464]	glycine cleavage complex [GO:0005960]		Lipoyl	129	37	0.189121	0.677359	-0.192852	-0.377176	Glycine cleavage system H protein	gcvH KPN78578_32760 KPN_03340	A6TDR6	A6TDR6						4	4	4	31	31	31	13.875	0	16.248	3304100000	1148	GCSH_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.4284992218018	30.4969005584717	30.0662994384766	30.0946006774902	30.5039005279541	30.396900177002	30.5851993560791	30.4337997436523	glycine decarboxylation via glycine cleavage system [GO:0019464]		aminomethyltransferase activity [GO:0004047];transaminase activity [GO:0008483]	Aminotransferase;Transferase	364	71	0.885741	0.318814	-0.208405	-0.90625	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	gcvT KPN78578_32770 KPN_03341	A6TDR7	A6TDR7						11	11	11	39	39	39	39.815	0	50.353	11428000000	1149	GCST_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.3362007141113	29.1604995727539	29.2735996246338	29.0930995941162	28.8330001831055	28.603099822998	28.8430995941162	28.32080078125	ubiquinone biosynthetic process [GO:0006744]		FAD binding [GO:0071949];oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]	FAD;Flavoprotein;Monooxygenase;NAD;Oxidoreductase	400	38	2.24753	0.0443896	0.565847	2.30327	FAD-binding domain-containing protein	visC KPN_03342	A6TDR8	A6TDR8				+	MT_WT	12	12	12	38.2	38.2	38.2	43.829	0	50.191	4429100000	1150	A6TDR8_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.3754997253418	27.2593002319336	27.5370006561279	27.1259002685547	28.2245006561279	27.2460994720459	27.7583999633789	27.3766002655029	ubiquinone biosynthetic process [GO:0006744]		2-octaprenyl-6-methoxyphenol hydroxylase activity [GO:0008681];FAD binding [GO:0071949];oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]	FAD;Flavoprotein;Monooxygenase;NAD;Oxidoreductase	392	7	0.665413	0.301617	-0.326962	-0.940641	2-octaprenyl-6-methoxyphenyl hydroxylase	ubiH KPN_03343	A6TDR9	A6TDR9						7	7	7	21.4	21.4	21.4	42.135	0	6.0522	1621400000	1151	A6TDR9_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
31.1973991394043	31.0645008087158	30.8682994842529	31.1180992126465	30.9899005889893	30.889799118042	31.111499786377	30.8698997497559	proteolysis [GO:0006508]		manganese ion binding [GO:0030145];metalloaminopeptidase activity [GO:0070006]	Aminopeptidase;Hydrolase;Manganese;Metal-binding;Metalloprotease;Protease	438	83	0.494632	0.601849	0.0968103	0.482983	Proline aminopeptidase P II	pepP KPN_03344	A6TDS0	A6TDS0						17	17	17	34.2	34.2	34.2	49.32	0	129.71	17680000000	1152	A6TDS0_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.7110004425049	27.0557994842529	27.2574996948242	27.3577003479004	27.3470001220703	27.2789993286133	27.6168994903564	27.4773998260498					192	18	0.21646	0.732131	-0.0845609	-0.316492	UPF0149 protein KPN78578_32810	KPN78578_32810 KPN_03345	A6TDS1	A6TDS1						5	5	5	30.2	30.2	30.2	21.221	0	19.457	1452800000	1153	Y3281_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.6200008392334	29.7784004211426	29.539400100708	29.7518005371094	29.9004993438721	29.4169998168945	29.468900680542	29.3540992736816	division septum assembly [GO:0000917]	cytoplasm [GO:0005737];plasma membrane [GO:0005886]		Cell cycle;Cell division;Coiled coil;Cytoplasm;Septation	109	57	0.452921	0.547869	0.137271	0.555071	Cell division protein ZapA (Z ring-associated protein ZapA)	zapA KPN78578_32820 KPN_03346	A6TDS2	A6TDS2						6	6	6	48.6	48.6	48.6	12.566	0	50.214	6817700000	1154	ZAPA_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.8763999938965	30.7936992645264	30.4699001312256	30.8285999298096	30.9200000762939	30.8019008636475	30.6742000579834	30.5317993164063	L-serine biosynthetic process [GO:0006564]	cytoplasm [GO:0005737]	NAD binding [GO:0051287];phosphoglycerate dehydrogenase activity [GO:0004617]	Amino-acid biosynthesis;NAD;Oxidoreductase;Serine biosynthesis	410	97	0.0279876	0.960035	0.0101638	0.0431407	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.399) (EC 1.1.1.95) (2-oxoglutarate reductase)	serA KPN_03348	A6TDS4	A6TDS4						13	13	13	39.5	39.5	39.5	43.99	0	54.799	14735000000	1155	A6TDS4_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
31.8460006713867	31.5743999481201	31.93630027771	31.87380027771	31.9403991699219	31.8834991455078	32.1144981384277	32.0060997009277	pentose-phosphate shunt, non-oxidative branch [GO:0009052]		ribose-5-phosphate isomerase activity [GO:0004751]	Isomerase	219	179	0.971991	0.338713	-0.178504	-0.869842	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	rpiA KPN78578_32850 KPN_03349	A6TDS5	A6TDS5						14	14	14	65.3	65.3	65.3	22.735	0	177.87	33052000000	1156	RPIA_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.6235008239746	29.8414993286133	30.2968006134033	30.5347003936768	31.1184005737305	31.1313991546631	31.408899307251	31.3999996185303			DNA binding [GO:0003677];DNA-binding transcription factor activity [GO:0003700]	DNA-binding;Transcription;Transcription regulation	297	19	2.55778	0.0145205	-0.940537	-3.09527	HTH-type transcriptional regulator ArgP	argP iciA KPN78578_32860 KPN_03350	A6TDS6	A6TDS6				+	MT_WT	4	4	4	15.2	15.2	15.2	33.578	0	9.0616	15877000000	1157	ARGP_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
33.2299003601074	33.2790985107422	33.3334007263184	33.3040008544922	33.4992980957031	33.3154983520508	33.4449005126953	33.2347984313965				Signal	255	262	0.651165	0.595327	-0.0870399	-0.496836	Actin	yggE KPN_03351	A6TDS7	A6TDS7						15	15	15	45.5	45.5	45.5	27.097	0	164.78	88679000000	1158	A6TDS7_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
32.5379981994629	32.1511001586914	32.1712989807129	32.4650001525879	32.8728981018066	32.8642997741699	32.4101982116699	32.8405990600586		plasma membrane [GO:0005886]	mechanosensitive monoatomic ion channel activity [GO:0008381]	Cell inner membrane;Cell membrane;Ion channel;Ion transport;Membrane;Transmembrane;Transmembrane helix;Transport	285	226	1.48843	0.101296	-0.415662	-1.59119	Small-conductance mechanosensitive channel	yggB KPN_03353	A6TDS9	A6TDS9						15	15	15	47.7	47.7	47.7	30.947	0	147.55	51993000000	1159	A6TDS9_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
36.2644996643066	36.4959983825684	36.4487991333008	36.3995018005371	35.9505004882813	36.1327018737793	36.3907012939453	36.1847991943359	glycolytic process [GO:0006096]	cellular anatomical entity [GO:0110165]	fructose-bisphosphate aldolase activity [GO:0004332];zinc ion binding [GO:0008270]	Glycolysis;Lyase;Metal-binding;Zinc	359	1363	1.2121	0.228843	0.237522	1.10728	Fructose-bisphosphate aldolase (FBP aldolase) (EC 4.1.2.13)	fbaA KPN_03354	A6TDT0	A6TDT0						29	29	29	74.1	74.1	74.1	39.142	0	323.31	7.29E+11	1160	A6TDT0_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
36.9028015136719	36.902099609375	36.7042007446289	36.6782989501953	36.6482009887695	36.7277984619141	36.8785018920898	36.5463981628418	glycolytic process [GO:0006096];phosphorylation [GO:0016310]	cytoplasm [GO:0005737]	ATP binding [GO:0005524];phosphoglycerate kinase activity [GO:0004618]	ATP-binding;Cytoplasm;Glycolysis;Kinase;Nucleotide-binding;Transferase	382	2396	0.469627	0.609799	0.096591	0.473196	Phosphoglycerate kinase (EC 2.7.2.3)	pgk KPN_03355	A6TDT1	A6TDT1						40	40	40	91.4	91.4	91.4	40.574	0	323.31	9.69E+11	1161	A6TDT1_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
28.3229999542236	28.4216003417969	28.9566993713379	29.8579998016357	28.5331001281738	28.5121994018555	27.8386993408203	27.3969993591309	pyridoxal phosphate biosynthetic process [GO:0042823];pyridoxine biosynthetic process [GO:0008615]	cytoplasm [GO:0005737]	erythrose-4-phosphate dehydrogenase activity [GO:0048001];NAD binding [GO:0051287]	Cytoplasm;NAD;Oxidoreductase;Pyridoxine biosynthesis	342	27	0.933742	0.125821	0.819603	1.46828	D-erythrose-4-phosphate dehydrogenase (E4PDH) (EC 1.2.1.72)	epd KPN78578_32920 KPN_03356	A6TDT2	A6TDT2						12	12	12	49.4	49.4	49.4	37.48	0	30.341	3621400000	1162	E4PD_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
35.5581016540527	35.4551010131836	35.3139991760254	35.2807998657227	35.3544998168945	35.1295013427734	35.1473007202148	34.9631004333496			metal ion binding [GO:0046872];transketolase activity [GO:0004802]	Calcium;Magnesium;Metal-binding;Thiamine pyrophosphate;Transferase	664	934	1.31178	0.202157	0.25338	1.18465	Transketolase (EC 2.2.1.1)	tktA KPN_03357	A6TDT3;A6T7I9	A6TDT3;A6T7I9						35	35	32	51.4	51.4	48.5	71.95	0	323.31	3.46E+11	1163	A6TDT3_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
